gene	baseMean	log2FoldChange	pvalue	padj
NFKBIB	466.8	-2.7	8.720e-35	9.320e-33
GPX4	4686.6	-3.9	1.391e-34	1.145e-32
ABI2	661	3.6	1.546e-34	1.247e-32
ZFAND2B	1011.7	-3.1	1.812e-34	1.294e-32
WDR45	2406.9	-2.8	1.562e-34	1.327e-32
GAS2L3	312.4	3.5	1.456e-34	1.517e-32
IBA57	1129.2	-2.5	2.411e-34	1.935e-32
YPEL5	5619.9	-2.8	2.368e-34	1.971e-32
IP6K1	3946.7	-2.9	2.367e-34	1.971e-32
MAP1LC3B	13875.2	-3.4	2.707e-34	2.243e-32
DEPDC1	815.4	3.9	3.127e-34	2.460e-32
PKP4	566.3	3.9	3.163e-34	2.476e-32
EXOSC8	821.9	3.2	3.567e-34	3.175e-32
TMEM140	5277	-4.5	2.708e-34	3.573e-32
CENPE	1488.8	3.9	4.424e-34	3.577e-32
HAUS5	686.3	4.1	5.263e-34	3.981e-32
HSPBAP1	449.9	-3.8	4.990e-34	4.314e-32
MIEN1	802.5	-2.2	9.639e-34	7.223e-32
C18orf54	245.1	3.9	9.041e-34	7.436e-32
IFIT3	6371.3	-4.8	1.062e-33	7.881e-32
PTTG1	3224.9	3.7	6.714e-34	8.573e-32
ARHGAP11B	652.1	4.2	1.154e-33	9.031e-32
RB1CC1	11739.5	-2.7	1.356e-33	9.931e-32
NPEPPS	2385	-3	1.489e-33	1.085e-31
PDS5B	883	2.5	1.520e-33	1.173e-31
USP31	250.2	3.5	1.553e-33	1.193e-31
EPN2	378.6	3.8	1.642e-33	1.255e-31
SQSTM1	10484	-4.2	1.331e-33	1.270e-31
DUSP26	100.8	-5.9	1.941e-33	1.404e-31
DYNC1LI2	1079.8	-1.7	2.549e-33	1.808e-31
KIF20B	1216	3.7	2.608e-33	1.869e-31
CBX5	6782.5	3.2	1.632e-33	1.982e-31
RANBP1	835.4	3.3	2.822e-33	2.005e-31
RAB7A	6483.7	-2	2.722e-33	2.017e-31
DPH1	883.1	-3.4	2.772e-33	2.230e-31
SRSF7	2218.7	2.6	3.381e-33	2.335e-31
CMBL	1307.2	-4.6	3.490e-33	2.553e-31
RP5-864K19.4	98.7	-4.1	5.928e-33	3.677e-31
FAM149B1	572.2	2.9	4.664e-33	3.688e-31
METTL17	876.1	3.5	5.241e-33	3.785e-31
TTC1	1774	-2.2	6.582e-33	3.959e-31
NAP1L1	4299.1	2.4	5.373e-33	4.824e-31
SESN2	2971	-3.5	7.471e-33	5.084e-31
SFI1	389.7	3.3	7.976e-33	5.404e-31
TACC3	2916.4	3.5	6.826e-33	6.051e-31
STK25	854.2	2.3	9.188e-33	6.174e-31
PPIP5K2	4135.1	2	9.696e-33	6.461e-31
PHF19	332.2	3.8	9.219e-33	6.461e-31
KIAA0101	2006.9	3.9	1.009e-32	6.594e-31
KIF18B	1331	4.8	1.331e-32	6.628e-31
MLF2	3285.7	-2	1.141e-32	7.510e-31
MMS22L	1213.7	4.2	1.295e-32	8.474e-31
SUPT4H1	1738.2	-2.8	1.238e-32	8.474e-31
CENPF	3874.1	4	1.375e-32	8.940e-31
VKORC1L1	299.6	5	1.092e-32	9.141e-31
CHEK2	468.2	4.9	1.431e-32	9.656e-31
PKMYT1	1233.1	4.4	1.669e-32	1.056e-30
NFKBIA	698.6	-3.4	1.545e-32	1.118e-30
BRCA2	671.6	4.2	1.786e-32	1.139e-30
XPR1	1750.5	-2.4	2.368e-32	1.318e-30
NCBP1	1644	1.9	2.504e-32	1.584e-30
PHF8	866.1	-1.5	2.675e-32	1.925e-30
INIP	427.4	2.7	2.952e-32	1.941e-30
ZNF487	89.1	-2.9	3.179e-32	1.987e-30
ANKRD42	140.8	-2.9	3.737e-32	2.076e-30
ASPM	1713.2	4.7	3.942e-32	2.135e-30
IPO9	1507	3.5	3.497e-32	2.135e-30
RAD54L2	895.4	2.6	3.395e-32	2.190e-30
ZNF394	1291.3	-2.7	3.730e-32	2.287e-30
OAZ1	24066	-3.6	3.828e-32	2.451e-30
RCOR3	1715.5	-2.2	5.660e-32	2.596e-30
CNBP	9607.2	-2.6	4.486e-32	3.573e-30
FANCD2	1857.1	1.5	7.217e-32	3.821e-30
NAA38	852	3.2	6.432e-32	4.422e-30
PSMB3	2339.4	2.7	6.974e-32	5.493e-30
CCDC167	323.6	3.4	7.415e-32	5.724e-30
CCDC93	363.3	3.2	7.443e-32	5.724e-30
KIF23	2361.9	4.6	1.028e-31	6.384e-30
MBD1	1918.3	-1.2	1.304e-31	8.075e-30
SYS1	400.9	-2.7	1.135e-31	8.635e-30
VCPIP1	4468	-3.5	9.481e-32	9.464e-30
DIS3L2	317.4	4.6	1.455e-31	1.099e-29
CENPW	1102	4.4	1.890e-31	1.100e-29
CENPM	1132.2	4.5	1.837e-31	1.117e-29
ADAL	331.4	3.4	1.981e-31	1.295e-29
TRIM52-AS1	313.3	-2.6	2.369e-31	1.365e-29
CDC7	810.7	4.8	2.113e-31	1.385e-29
ZBTB11	876.1	-2.1	2.692e-31	1.517e-29
SECISBP2	1489.7	-1.7	3.900e-31	1.675e-29
KCTD20	5393.5	-2.7	1.867e-31	1.805e-29
FAM96B	2302.4	-2	3.139e-31	1.862e-29
CEP57L1	387.2	3.6	3.876e-31	2.290e-29
LRRCC1	655.3	3.6	3.655e-31	2.346e-29
CGRRF1	464.3	-2.3	4.602e-31	2.701e-29
CEP89	185.8	3.2	4.955e-31	2.897e-29
CALM3	4166.5	2.8	3.423e-31	3.240e-29
UQCC2	776.5	3.5	5.833e-31	3.693e-29
MYBL2	1161	4.5	6.968e-31	3.791e-29
ESPL1	1624.1	4.4	9.150e-31	3.796e-29
TSSC4	1818.7	-2.9	9.611e-31	3.973e-29
UHRF1BP1L	844.6	-2.4	7.001e-31	4.011e-29
TMPO	4891.5	4.3	4.361e-31	4.042e-29
MEF2A	594.4	-1.8	7.444e-31	4.042e-29
PRR11	540.2	3.9	7.588e-31	4.644e-29
FAM13B	605	-2.1	9.868e-31	5.243e-29
POLE	1412.8	4	1.446e-30	5.859e-29
SMIM12	1555.4	-1.9	1.519e-30	6.133e-29
CIB1	1440.4	-1.9	1.615e-30	6.500e-29
RPL7L1	1210.3	-2	1.249e-30	6.649e-29
TROAP	1721.3	4.6	1.670e-30	6.676e-29
EOGT	263.1	-3.5	1.302e-30	6.885e-29
USP15	24007.4	-2.7	1.331e-30	6.909e-29
NOL6	1464.2	-2.8	1.323e-30	7.281e-29
ATG9A	14115	-3	1.077e-30	7.406e-29
SP100	2723.9	-1.5	1.448e-30	7.443e-29
MRFAP1L1	2629.2	-2	8.536e-31	7.559e-29
NUPL1	3565.3	-2.5	1.526e-30	7.912e-29
STAT6	5613.2	-2.9	1.804e-30	9.185e-29
CSNK1A1	8234.7	-1.7	1.126e-30	9.875e-29
CHEK1	665.3	3.6	2.091e-30	1.215e-28
MOB3A	706.2	-2.1	2.286e-30	1.226e-28
UBALD1	267.6	-4.6	2.482e-30	1.267e-28
AKIRIN2	965.9	-1.8	3.114e-30	1.389e-28
TRIM38	1849.1	-2.6	3.187e-30	1.417e-28
PSENEN	402.1	-3.5	3.032e-30	1.606e-28
SPATA2L	326.2	-3.9	3.106e-30	1.637e-28
DCAF8	6505.5	-2.4	3.277e-30	1.725e-28
DEK	4152.7	2.5	3.557e-30	1.782e-28
HGS	2638.6	-1.7	2.533e-30	2.153e-28
RDX	698.2	3.5	4.396e-30	2.155e-28
ENTPD5	1590.8	-1.9	4.855e-30	2.373e-28
MAD2L2	623.8	3.3	5.146e-30	2.507e-28
PER1	2006.6	-4.2	5.498e-30	2.671e-28
PLSCR1	748.4	3.4	5.798e-30	2.988e-28
TRIAP1	1275.3	-3.5	8.704e-30	3.215e-28
PARP2	577.2	3.8	7.088e-30	3.412e-28
CTSD	3770.5	-2.4	5.583e-30	3.574e-28
CENPL	763.1	4.2	6.531e-30	3.588e-28
GGA2	495.1	2.7	7.280e-30	3.695e-28
KPNA6	7029.8	-2.1	7.813e-30	3.714e-28
NUP85	972.3	3	7.363e-30	3.714e-28
CYB5B	733.2	2.8	8.695e-30	4.173e-28
C5orf45	298.2	-4.3	8.568e-30	4.297e-28
SGOL1	521.4	4.1	8.389e-30	4.572e-28
TMX3	651.8	3.5	9.843e-30	4.683e-28
VPS37A	1593.9	-2.3	1.374e-29	4.912e-28
RBM39	7762	-1.7	1.347e-29	6.273e-28
KIFC1	1363.5	4.4	1.371e-29	6.367e-28
MDM2	5683.5	-2.6	1.405e-29	6.604e-28
SRPK1	1590	2.6	1.885e-29	6.660e-28
HEXIM1	2272.7	-3.3	1.569e-29	7.686e-28
PRKRA	510.2	-3	1.824e-29	8.504e-28
UHRF1BP1	885.1	2.8	1.654e-29	8.696e-28
GTF2H1	1763.7	-2.3	1.807e-29	8.775e-28
KLF10	1190.6	2.8	1.983e-29	9.604e-28
PTPN7	2836.4	2.8	2.572e-29	1.185e-27
NAPEPLD	717	3.2	2.403e-29	1.249e-27
RALBP1	955.7	-2	3.153e-29	1.266e-27
GUSB	1237	3.7	3.157e-29	1.442e-27
PRELID2	416	4	3.278e-29	1.562e-27
NF2	1495.1	3.6	3.373e-29	1.606e-27
RBM12B	417.6	2.5	3.402e-29	1.612e-27
RAD51AP1	816.6	4.4	3.513e-29	1.813e-27
SERTAD3	583	-2.9	4.134e-29	1.834e-27
ADIPOR1	32325.5	-3.3	2.773e-29	2.120e-27
ZCCHC6	2562.6	-2.5	4.923e-29	2.205e-27
NAPB	1175.5	-2.3	7.773e-29	2.617e-27
FBXO5	1461.7	4.4	6.185e-29	2.887e-27
MCPH1	400.9	2.2	5.070e-29	2.911e-27
KIAA0907	818.4	-2.2	6.758e-29	2.950e-27
FBXL4	1533.2	-2.4	8.192e-29	3.172e-27
OSER1-AS1	322.5	-2.8	7.040e-29	3.251e-27
TFDP1	2062.4	2.6	7.584e-29	3.333e-27
PRR3	254.6	-2	7.597e-29	3.482e-27
RAB6B	1286.1	3.6	8.415e-29	3.678e-27
HIST1H3I	304.1	3.9	8.454e-29	3.685e-27
TDP2	3451.9	-3.8	9.219e-29	4.007e-27
OIP5	619.2	4.2	8.196e-29	4.019e-27
PRAF2	196.9	-3.2	9.536e-29	4.312e-27
KHNYN	3207.6	-2.2	9.579e-29	4.328e-27
HIST1H1B	347.4	3.7	1.224e-28	5.517e-27
ZNF805	341.8	-3	1.294e-28	5.549e-27
IKZF1	1630.4	3.1	1.299e-28	5.825e-27
CLASRP	381.4	-2.3	1.320e-28	5.890e-27
SYTL4	408.6	3.5	1.611e-28	6.854e-27
YIPF4	2456.1	-1.7	1.645e-28	6.980e-27
IFRD1	1260.7	-1.6	2.121e-28	7.871e-27
C5orf34	227.8	3	2.067e-28	8.728e-27
BCAP29	1342.3	1.9	2.215e-28	9.189e-27
TCERG1	1874.3	2.5	2.319e-28	1.021e-26
GABARAPL1	10151.5	-4.2	1.492e-28	1.064e-26
PIM1	48766.6	-3	2.770e-28	1.213e-26
HIST1H3H	1338.5	-4.3	2.996e-28	1.230e-26
KIAA1033	523.6	-2.3	2.817e-28	1.324e-26
SOD1	16494.1	-2.8	4.206e-28	1.718e-26
SKA1	1043.9	4.1	5.296e-28	2.157e-26
SERPINF2	174.2	-4.7	5.500e-28	2.269e-26
SPC25	527.4	4.4	5.022e-28	2.360e-26
KIF22	4887.6	2.5	5.810e-28	2.498e-26
HMGB1	5234.3	2.1	3.647e-28	2.541e-26
RIMKLB	1585.2	3.1	5.961e-28	2.551e-26
TOP2A	9907.3	4.2	6.095e-28	2.601e-26
SPHK1	190.6	4.5	6.669e-28	3.035e-26
ZMYND11	406.3	3	7.382e-28	3.121e-26
PCGF5	5306.7	-2.9	5.878e-28	3.121e-26
SERTAD1	1014.4	-4.3	8.877e-28	3.137e-26
GTF3C6	1071.8	2.4	7.921e-28	3.138e-26
ACRBP	69.4	-4.1	7.595e-28	3.187e-26
TSC1	4677	-2.7	6.448e-28	3.390e-26
PNP	8731.6	-2.1	5.072e-28	3.446e-26
TRIP12	6766.8	-2.1	8.907e-28	3.717e-26
MBNL1	9330.6	-2	5.677e-28	3.838e-26
ZMAT2	3612.8	-2.4	6.406e-28	4.321e-26
GGPS1	566.5	-1.9	1.116e-27	4.344e-26
GOLGA5	1224.7	-2.6	1.351e-27	4.670e-26
MAFK	269.6	-3.8	1.087e-27	4.791e-26
BCL2L13	2905.4	-2.6	9.299e-28	4.793e-26
FAM178A	554.2	2.9	1.246e-27	4.805e-26
GTF2I	573.9	-2.1	1.329e-27	5.439e-26
NDUFV2	6353.5	-3.2	1.495e-27	5.823e-26
SLFN13	571.3	4.3	1.469e-27	6.456e-26
WDR86	54.4	-6.3	1.928e-27	6.669e-26
DTYMK	1360.1	3.7	1.821e-27	7.044e-26
EIF1	28164.1	-2.2	1.449e-27	7.342e-26
CEP72	223.8	5.3	2.121e-27	8.536e-26
HMOX1	11266.3	-6.4	2.233e-27	8.574e-26
ATF3	548.7	-4.3	2.355e-27	9.023e-26
RFFL	2661.1	-1.8	1.945e-27	9.767e-26
MAP1LC3B2	600.1	-3.9	2.776e-27	1.208e-25
FLOT2	2264.2	1.9	2.418e-27	1.208e-25
POLR3E	1816.2	-3.5	4.232e-27	1.210e-25
STX8	261.6	3.1	3.687e-27	1.396e-25
YOD1	7112.6	-2.9	3.652e-27	1.445e-25
ABHD4	6353.7	-3.1	4.480e-27	1.663e-25
PEAK1	696.3	2.1	4.589e-27	1.699e-25
STK17B	6911.7	-3.2	4.668e-27	1.725e-25
FRMD8	2171.3	-2.8	5.210e-27	1.920e-25
AMPD2	463.9	-3.7	5.450e-27	2.035e-25
DNAJC19	585	2.2	5.704e-27	2.092e-25
HAUS8	736.2	3.2	5.373e-27	2.092e-25
SSU72	1436.8	-2.2	6.238e-27	2.278e-25
MMAB	338	3	6.207e-27	2.296e-25
KLHL9	845.2	2	5.627e-27	2.372e-25
ASPH	1439.5	-4.7	8.628e-27	2.394e-25
CENPT	1100.3	2.1	6.518e-27	2.394e-25
TMEM179B	753.6	-1.4	5.824e-27	2.414e-25
CEP152	941.8	2.4	6.414e-27	2.458e-25
RAB5C	433	-2	5.259e-27	2.480e-25
ZNF346	1175.3	-2.6	6.849e-27	2.493e-25
CLIP1	838.1	-3.5	6.029e-27	2.502e-25
UBR2	11072.7	-3.1	6.636e-27	2.520e-25
KAT6B	581	-2.1	6.339e-27	2.619e-25
RNASEH2B	802	3.8	6.551e-27	2.673e-25
TBC1D15	3007.4	-2.2	7.261e-27	2.739e-25
VPS45	392.4	3.3	7.362e-27	2.766e-25
CHIC2	1741.7	-3	1.073e-26	2.897e-25
SHFM1	1232.4	3.1	1.107e-26	2.982e-25
NCAPH	1538	4.4	1.241e-26	3.337e-25
ZNF83	446.9	3.2	9.684e-27	3.606e-25
TMEM241	1027	-3.6	1.021e-26	3.626e-25
MT2A	1553.9	-4.7	1.220e-26	3.790e-25
PARP9	648.4	2.8	1.041e-26	3.858e-25
TMEM138	772.7	2.2	1.175e-26	4.145e-25
CEP95	865.9	-1.6	1.195e-26	4.145e-25
IRGQ	953.3	-2.3	1.623e-26	4.297e-25
THAP3	481.9	-2.3	1.116e-26	4.424e-25
KIF2C	2442.2	4.1	1.350e-26	4.724e-25
CRELD1	238.9	-2.2	1.387e-26	4.842e-25
STAG2	4432.8	-1.6	8.582e-27	5.088e-25
NCOA2	3035.8	-2.2	1.553e-26	5.316e-25
GPSM2	235.2	2.7	1.484e-26	5.394e-25
C12orf4	538.1	2.3	1.384e-26	5.473e-25
ADPRHL2	1069.2	-2.9	1.836e-26	5.556e-25
DHPS	1487.4	-2.6	1.738e-26	5.988e-25
MEAF6	651.9	2	1.613e-26	6.272e-25
TCHP	381.3	2.9	2.022e-26	6.936e-25
PCIF1	2700.6	-2.2	2.062e-26	6.954e-25
CSTB	5822.8	-2.2	1.284e-26	7.466e-25
TNFAIP3	204.1	-5.1	2.446e-26	9.058e-25
FANCB	213.8	3.4	2.652e-26	9.457e-25
MRPL35	553.7	3.1	2.869e-26	9.595e-25
BUB1B	1471.6	3.7	2.753e-26	9.773e-25
TULP3	881.4	-2.2	3.005e-26	1.016e-24
LINC00909	234.4	2.1	2.730e-26	1.032e-24
CDC25C	492.7	4.2	3.463e-26	1.166e-24
ATXN1L	930.1	-1.9	5.018e-26	1.271e-24
SPIN4	528	3.5	4.736e-26	1.564e-24
TEX30	582.5	3.1	4.171e-26	1.578e-24
PGPEP1	270.3	-3.2	4.890e-26	1.633e-24
CCNF	2777.2	4.7	4.941e-26	1.646e-24
RP11-660L16.2	311.5	-4.5	4.815e-26	1.674e-24
