gene	baseMean	log2FoldChange	pvalue	padj
XYLT1	142.4	6.8	2.006e-20	3.794e-18
SASH3	171.6	7.8	2.140e-20	4.003e-18
FPR1	50.2	8.7	2.524e-20	4.019e-18
FCER1G	249.7	8	2.855e-20	4.338e-18
ANTXR2	58	8.6	2.543e-20	4.429e-18
U2SURP	2588.6	-1.1	3.502e-20	4.788e-18
CAMLG	743	1.9	3.612e-20	4.870e-18
UBAC1	9133.3	-2.8	3.590e-20	4.870e-18
RASGRP2	135.7	7.7	2.916e-20	5.051e-18
IL3RA	102.4	6.4	2.840e-20	5.355e-18
MYO1D	736.9	-2.3	6.416e-20	8.218e-18
CAST	3075.2	-2.7	8.151e-20	1.084e-17
PLEK	869.5	6.3	1.141e-19	1.447e-17
SRGN	16589.3	6.4	1.262e-19	1.610e-17
CDH1	3252.4	-5	1.328e-19	1.647e-17
LYZ	182.5	7	1.398e-19	1.875e-17
GP9	37.5	4.2	1.231e-19	1.967e-17
DPY30	681	-1.1	1.850e-19	2.248e-17
ANXA6	89.6	5	1.456e-19	2.311e-17
HYAL3	467.8	3.3	2.559e-19	3.002e-17
CD97	313.2	2.5	2.332e-19	3.002e-17
RP11-191G24.1	64.4	-3.7	2.343e-19	3.253e-17
EDARADD	45.5	5.7	2.719e-19	3.741e-17
LEPR	1387.8	-4	3.333e-19	3.829e-17
TAGAP	91.9	3.6	2.338e-19	3.829e-17
RGS2	77.9	3.7	3.794e-19	4.633e-17
FCGR2B	62.3	5.9	3.245e-19	4.786e-17
IL1R1	361.3	5.3	4.898e-19	4.958e-17
SRGAP3	49.4	5.4	3.838e-19	5.006e-17
GAB1	1977.4	-1.6	5.086e-19	5.670e-17
DUSP6	176.1	5	4.747e-19	5.670e-17
IL15RA	570.3	-2.1	5.591e-19	5.949e-17
PRAM1	68.1	8.9	4.849e-19	6.668e-17
LAIR1	396.5	7.5	6.195e-19	6.668e-17
CD33	88.1	4.9	4.482e-19	6.704e-17
B3GALT4	52.8	3.4	5.535e-19	7.466e-17
CLIC2	9423.7	-2.9	9.872e-19	1.056e-16
MFAP3L	201.8	3.5	9.733e-19	1.161e-16
CBL	80.3	4.6	1.132e-18	1.490e-16
KEL	3675.5	-2.7	2.472e-18	2.557e-16
SLC41A1	628.1	-2.3	3.152e-18	3.110e-16
DENND1C	75.9	7.6	2.245e-18	3.335e-16
CYTIP	38.2	8.1	2.940e-18	3.612e-16
C6orf25	171	5.3	3.245e-18	3.691e-16
HBA2	781957.4	-3.7	4.746e-18	4.768e-16
EPAS1	205.5	5.2	4.437e-18	4.971e-16
DENND3	213.5	4.8	6.078e-18	6.567e-16
SPINK2	35.3	11.9	5.464e-18	6.711e-16
GAB2	251.3	3.6	6.272e-18	6.820e-16
CD70	247	-3.4	6.267e-18	6.820e-16
MYCT1	36.3	5.5	7.497e-18	9.120e-16
DAB2	24.7	5.6	5.433e-18	9.549e-16
TBC1D10C	109.2	3.9	7.363e-18	1.007e-15
SLC6A8	1068.7	-3.1	9.445e-18	1.066e-15
NAALADL1	51	6.9	9.543e-18	1.114e-15
HMBS	49478.2	-2.8	1.396e-17	1.232e-15
ENPP2	93.9	7.2	1.075e-17	1.237e-15
TYROBP	248.9	8.1	1.405e-17	1.334e-15
SLC16A3	146.1	4	1.980e-17	2.247e-15
MFSD10	613.7	3	2.668e-17	2.309e-15
HLA-A	7871.4	4	2.811e-17	2.405e-15
TPGS2	6069.4	-1.7	2.790e-17	2.481e-15
JAK3	41.9	7.8	2.610e-17	2.483e-15
CAPN5	797.6	-3.1	3.010e-17	2.536e-15
SLC24A3	47.6	7.8	2.565e-17	2.548e-15
PSMB9	66.3	4.9	3.175e-17	3.310e-15
EPOR	5014.2	-1.7	4.112e-17	3.503e-15
TNXB	2411.1	-3.5	4.699e-17	3.823e-15
ARL11	44.9	5.3	4.145e-17	4.011e-15
SOX4	72.4	4.2	3.693e-17	4.486e-15
FNBP1	132.1	5.5	5.149e-17	4.486e-15
ANKRD44	75.3	3.5	4.137e-17	4.715e-15
MYO15B	297.1	5.3	5.515e-17	4.715e-15
LGALS1	903.3	6.7	5.986e-17	4.715e-15
NEK6	98.7	4	4.306e-17	4.823e-15
GMFG	452.3	3.4	6.050e-17	4.823e-15
RAP1GAP2	22	4.6	3.070e-17	4.848e-15
TSKU	733.9	-3.9	7.913e-17	6.099e-15
PTK7	35.1	4.9	7.009e-17	6.327e-15
SPI1	72.2	7	6.420e-17	6.327e-15
ALOX5AP	1468.5	9.1	7.014e-17	6.327e-15
NKG7	82	7.7	8.012e-17	6.523e-15
C1orf162	125.4	7.1	6.952e-17	6.856e-15
ALCAM	60.4	4.3	7.499e-17	6.990e-15
ATG16L2	188.5	4.6	8.946e-17	7.517e-15
DNAJC4	211.2	1.9	9.864e-17	8.241e-15
ADRB2	79.9	5.4	8.906e-17	8.472e-15
ARHGDIB	2010.6	2.8	1.221e-16	8.789e-15
FAM101B	665.7	5.8	1.233e-16	8.828e-15
CD99	1024.5	2.5	1.731e-16	1.238e-14
ST3GAL6	98.6	6.8	1.838e-16	1.709e-14
CXorf21	17.9	8	1.780e-16	1.792e-14
ACOT11	40.2	3.5	2.048e-16	1.810e-14
EMILIN2	329.5	5.2	1.979e-16	1.810e-14
HPGDS	111.5	6.4	2.024e-16	1.863e-14
MRC2	51.2	6.1	2.555e-16	2.105e-14
PPAP2A	93.1	7.7	2.316e-16	2.278e-14
PLXDC2	97.9	4.9	2.511e-16	2.278e-14
CPXM1	103	6.2	2.572e-16	2.317e-14
HIP1	76.7	3.6	2.614e-16	2.543e-14
SEMA4A	94.8	5	3.120e-16	2.745e-14
FNDC3B	404.7	3.6	3.342e-16	2.926e-14
TNFSF10	56.1	3.7	3.773e-16	2.994e-14
MATK	27.2	4.6	3.447e-16	3.023e-14
IL17RA	301	5	4.454e-16	3.189e-14
MYO1F	325.9	6.2	3.972e-16	3.404e-14
PTAFR	118.5	5.5	4.539e-16	4.257e-14
P2RY8	278.9	4.1	5.815e-16	4.307e-14
PLCL2	522.8	4.4	8.887e-16	4.351e-14
TPST1	34.1	6.3	6.818e-16	5.513e-14
KIAA1683	710.3	7.7	9.026e-16	5.753e-14
SH2D3C	76.6	5.4	9.182e-16	6.343e-14
CLC	16420.4	8.1	1.030e-15	6.485e-14
ARHGAP27	640.6	7.3	1.363e-15	6.506e-14
AHSP	59630.8	-4	1.081e-15	7.007e-14
MSRB3	143.1	3.3	7.892e-16	7.427e-14
CHAC2	562.6	-1.9	1.262e-15	7.674e-14
GNB5	44.2	3.4	9.489e-16	7.674e-14
SIGLEC10	42.1	4.7	9.927e-16	7.674e-14
C3AR1	120.5	5.9	1.187e-15	7.879e-14
SNX22	895.2	-2.2	1.339e-15	8.033e-14
CPA3	2238	8.8	1.492e-15	8.985e-14
CFH	74.9	4.5	1.226e-15	1.062e-13
IL1B	69.5	4.4	1.616e-15	1.266e-13
STK4	966.9	1.8	1.972e-15	1.395e-13
PROM1	33.4	10	1.833e-15	1.435e-13
GAPT	111.4	8	2.235e-15	1.435e-13
CD84	315.1	4.6	2.094e-15	1.610e-13
NCF1	136.1	7.2	2.151e-15	1.667e-13
ABCA2	144.8	5.2	2.222e-15	1.713e-13
RARRES3	287.9	2.5	2.961e-15	1.713e-13
C1orf186	378.3	8.5	3.406e-15	1.962e-13
PLD3	1036.7	2.1	3.498e-15	2.001e-13
GPR174	26.3	3.8	2.736e-15	2.229e-13
RNASE6	33	4.2	5.114e-15	3.279e-13
SLC37A2	53.1	5.4	4.803e-15	3.429e-13
MRPS31	488.6	-1.3	5.961e-15	3.452e-13
OSBP2	10144.9	-3.2	6.378e-15	3.582e-13
SNX8	1644.9	-1.7	7.458e-15	4.153e-13
C19orf77	322	7	8.634e-15	4.408e-13
HLA-DRA	250.6	5.9	7.390e-15	4.794e-13
PILRA	50.8	7.4	7.710e-15	4.794e-13
C10orf11	29.1	4.7	7.714e-15	5.052e-13
FMNL1	91.4	5.9	8.652e-15	5.145e-13
FAM132B	1985.3	-3.3	9.553e-15	5.273e-13
ADAM28	68.9	5.7	8.968e-15	5.287e-13
PDE4D	55.4	4.3	7.928e-15	5.369e-13
CDKN2D	912.2	4.2	9.917e-15	5.369e-13
CNR2	51.6	7.1	7.762e-15	5.505e-13
NFIB	22.6	4.6	5.903e-15	5.699e-13
C16orf54	131.1	3.6	8.925e-15	6.197e-13
MFSD2B	2577.2	-2	1.148e-14	6.289e-13
SELP	58.5	5.6	1.040e-14	6.510e-13
SSR4	2090.1	1.3	1.247e-14	6.510e-13
GATA2	1232.4	4.6	1.013e-14	6.638e-13
AIFM2	534.7	-2.9	2.295e-14	9.053e-13
NOTCH1	181.7	3.4	1.562e-14	9.508e-13
MMRN1	74.6	5.3	2.008e-14	1.126e-12
TWF2	100.2	1.7	1.739e-14	1.183e-12
RUNX2	75.7	7.8	1.740e-14	1.280e-12
TMEM63B	1745.1	-2	2.093e-14	1.338e-12
MEGF6	36.6	8	2.317e-14	1.401e-12
TAPSAR1	45.6	4.6	2.339e-14	1.546e-12
FYB	121.1	6.3	2.331e-14	1.554e-12
CKAP4	289.3	10.6	3.385e-14	1.556e-12
B3GNT8	154.7	5.1	2.730e-14	1.557e-12
SEPT5	10.3	4.6	1.868e-14	1.562e-12
TNFSF13	28.8	2.3	2.912e-14	1.720e-12
REXO2	6926.9	-2.7	3.570e-14	1.754e-12
FCER1A	715.3	8.4	5.128e-14	1.912e-12
PHACTR1	57.6	2.8	3.335e-14	1.946e-12
CD244	84.4	3.9	3.694e-14	1.958e-12
ANKRD28	356.1	2.5	4.053e-14	2.021e-12
RGS19	101.9	3.8	3.198e-14	2.024e-12
SPTA1	21834.6	-2.9	4.494e-14	2.196e-12
HMHA1	352.7	2.9	4.256e-14	2.222e-12
SLC2A5	34.6	8.7	4.103e-14	2.467e-12
STAT4	32.2	6.6	3.908e-14	2.467e-12
ACHE	3182	-3.6	5.315e-14	2.548e-12
PTPLAD2	231.9	1.8	4.846e-14	2.548e-12
SCAMP2	1387.2	0.9	5.410e-14	2.584e-12
ERN1	439	3.8	6.025e-14	2.594e-12
ADAMTSL4	73.2	5.6	4.764e-14	2.914e-12
BOLA3	572.8	-1.9	7.292e-14	3.384e-12
GJA4	22.3	6.6	3.664e-14	3.480e-12
SLC25A39	98563.2	-1.8	7.834e-14	3.609e-12
RCSD1	109.6	7.5	5.721e-14	3.793e-12
CYLD	1199.3	1.7	7.278e-14	3.965e-12
CDC42EP3	51.3	3.2	7.179e-14	4.137e-12
C10orf54	1336.2	2.3	8.960e-14	4.139e-12
SMOX	3874.6	2.6	8.797e-14	4.139e-12
EPHB4	162	-2.9	8.579e-14	4.312e-12
C6orf89	3498.8	-1.4	9.836e-14	4.435e-12
CD53	469.7	2.8	9.660e-14	4.456e-12
ZYX	113.7	4.8	6.971e-14	4.490e-12
ETV6	271.1	2.9	9.261e-14	4.589e-12
TLR4	77.3	7.2	1.040e-13	5.027e-12
TRAF3IP3	180	3.5	1.067e-13	5.252e-12
B2M	21273.2	1.7	1.164e-13	5.376e-12
CMTM6	445.6	2.2	1.578e-13	6.362e-12
HP	19.6	6.3	7.528e-14	6.362e-12
GALNT5	3243.9	-3	1.492e-13	6.489e-12
OBSL1	48	6.4	1.209e-13	6.605e-12
CD276	41.2	6.7	1.348e-13	6.605e-12
GNPDA1	1158.2	-2.7	1.350e-13	6.922e-12
ADAM8	318.8	3.9	1.622e-13	6.975e-12
SLC2A14	277.5	-3.7	1.533e-13	7.157e-12
TET2	898	2.5	1.797e-13	7.728e-12
RUSC2	92.4	4.8	1.692e-13	7.844e-12
S100A11	848.5	3.4	2.458e-13	7.929e-12
PDLIM7	501.4	1.7	2.040e-13	8.624e-12
CTSD	3770.5	1.8	2.047e-13	8.758e-12
MPL	39.7	6.3	1.786e-13	8.958e-12
BCL6	1687.5	4.5	1.879e-13	9.349e-12
HSP90AA1	22287.6	-1.3	2.287e-13	9.558e-12
RPS6KA5	149.3	1.9	2.209e-13	1.000e-11
LPCAT2	240.3	5	2.123e-13	1.036e-11
LIF	233.2	4.7	2.269e-13	1.072e-11
SPTBN2	113.7	-2.3	1.862e-13	1.105e-11
ELF4	445.8	2.7	2.743e-13	1.125e-11
GS1-421I3.2	56	7.7	2.454e-13	1.133e-11
VWF	37.8	5.5	2.343e-13	1.141e-11
PRSS57	1058.3	5.1	2.863e-13	1.161e-11
RNASET2	78.2	6	3.021e-13	1.333e-11
PIK3R5	78.9	8.1	2.188e-13	1.337e-11
SYTL3	28.2	3.5	3.003e-13	1.364e-11
NAAA	60.5	2.2	2.973e-13	1.424e-11
MOB3A	706.2	1.5	3.601e-13	1.450e-11
CECR1	60.8	8.8	2.787e-13	1.456e-11
TMEM14B	1816.3	-1.4	3.852e-13	1.527e-11
CCR2	14.7	10	2.023e-13	1.548e-11
NT5E	18.7	6.9	2.055e-13	1.567e-11
ESAM	26.1	5.5	2.278e-13	1.732e-11
MGAT4A	17.3	5	2.293e-13	1.738e-11
CPM	161.9	5	3.496e-13	1.792e-11
RTKN2	12	4.7	3.049e-13	1.946e-11
LBH	6609.7	-2.1	5.024e-13	1.957e-11
SAT1	13709.7	2.1	5.118e-13	2.014e-11
ABR	139	2.6	4.299e-13	2.205e-11
CSF2RB	2665.2	5.5	5.966e-13	2.293e-11
CERCAM	121.6	3.9	4.062e-13	2.354e-11
TPM4	2116.2	5.5	6.136e-13	2.354e-11
FLI1	120.7	6.8	4.950e-13	2.501e-11
ACVR1B	29.7	4.9	5.208e-13	2.501e-11
AKNA	149.1	5.6	5.044e-13	2.540e-11
CD38	328.2	3.9	5.527e-13	2.740e-11
SORT1	126	4.5	5.538e-13	2.763e-11
PES1	965	-1.6	6.168e-13	2.763e-11
HPGD	276.6	5.9	7.766e-13	3.331e-11
SLC1A4	194.8	3.4	7.710e-13	3.393e-11
CTSG	198.7	8.4	8.104e-13	3.456e-11
TDRD9	51.2	7	9.063e-13	4.021e-11
NDRG1	89	5.9	7.613e-13	4.052e-11
TNFSF14	22.7	4.2	6.046e-13	4.052e-11
S1PR1	68.9	10.8	7.341e-13	4.093e-11
RP4-728D4.2	18.2	6.2	6.370e-13	4.244e-11
PLEK2	4053.7	-3.5	1.120e-12	4.257e-11
CSF3R	309.6	9.7	1.106e-12	4.390e-11
WAS	48.7	4.3	9.557e-13	4.390e-11
ITGAX	152.5	9.1	9.854e-13	4.687e-11
MS4A3	277.8	9	1.193e-12	4.701e-11
MKL1	470.4	2.6	1.307e-12	4.850e-11
FAM65A	722.5	-2	1.389e-12	5.032e-11
ZEB2	2391.6	1.1	1.368e-12	5.143e-11
TRMT5	427.7	-1.7	1.572e-12	5.623e-11
LINC00926	15.8	6.1	8.511e-13	5.865e-11
AP1S2	196.1	2.7	1.273e-12	5.933e-11
HLX	27.8	5.9	1.637e-12	6.554e-11
NAGK	449.5	1.9	1.881e-12	6.844e-11
ERG	28.8	9.1	1.545e-12	6.879e-11
LMO4	99.6	3.2	1.488e-12	6.947e-11
FKBP2	535.4	1.8	2.033e-12	7.056e-11
SLCO3A1	53.5	6	1.891e-12	7.465e-11
GPX3	119.4	3.3	1.978e-12	7.516e-11
AIF1	80.1	5.8	1.698e-12	7.840e-11
SPATS2L	25.8	7.9	1.173e-12	7.857e-11
BCAR3	32	4.8	1.914e-12	8.354e-11
TRO	56.6	5.2	1.958e-12	8.964e-11
FAM118A	940.3	-1.8	2.589e-12	9.044e-11
CD55	5776.5	2.4	2.609e-12	9.091e-11
HIVEP3	22.9	6	1.390e-12	9.747e-11
IRF7	128.1	2.6	2.247e-12	1.018e-10
HAL	38.7	7.4	2.617e-12	1.064e-10
ROBO3	41.5	3.7	2.735e-12	1.108e-10
EPB42	33840.9	-3.6	3.425e-12	1.161e-10
GUCY1B3	135.9	4.1	2.432e-12	1.183e-10
CIITA	41.3	4.2	3.062e-12	1.231e-10
HEBP1	3217.3	-2.6	3.563e-12	1.242e-10
SYNE1	103.6	2.7	3.518e-12	1.283e-10
MADD	812.2	2.4	4.479e-12	1.480e-10
LINC01021	652.8	-2.9	4.547e-12	1.499e-10
LAMB2	26.5	6	4.155e-12	1.558e-10
DDAH1	29.9	4.4	4.200e-12	1.662e-10
SLC39A13	109.6	1.8	3.909e-12	1.715e-10
GIT2	387	1.3	6.754e-12	2.046e-10
FAM105A	14.6	4.1	3.453e-12	2.060e-10
PIK3R6	284.6	9.5	6.370e-12	2.088e-10
MBOAT2	3015.1	-2.1	6.237e-12	2.132e-10
RAB44	87.4	7.7	6.001e-12	2.132e-10
TMEM141	244.2	-1.2	5.946e-12	2.213e-10
HPSE	50.6	4	5.226e-12	2.222e-10
SLC9A9	22.5	3.2	3.833e-12	2.251e-10
CACFD1	28.3	3.4	6.075e-12	2.475e-10
PSMD12	2482.2	-1.9	7.563e-12	2.552e-10
HIGD1A	2617.2	-1.8	8.279e-12	2.653e-10
CALHM2	16.3	4.7	6.100e-12	2.789e-10
RHCE	7813.1	-3.3	8.463e-12	2.834e-10
FAM83D	2210.6	-1.7	8.888e-12	2.838e-10
MDM2	5683.5	-1.8	8.955e-12	2.852e-10
ATP10D	197.7	4	8.332e-12	2.878e-10
SPIRE1	78.9	5.5	6.773e-12	3.080e-10
MAP4K1	35.5	3.5	7.342e-12	3.080e-10
GPR35	17.1	6	6.109e-12	3.147e-10
AE000661.50	66.8	6.1	8.029e-12	3.181e-10
METTL9	2175.7	2.3	1.028e-11	3.224e-10
GLYCTK	135	1.5	9.749e-12	3.317e-10
HEG1	54.7	7.6	1.008e-11	3.544e-10
RWDD4	178.4	-0.9	1.013e-11	3.604e-10
CASK	21.3	3.7	8.172e-12	3.617e-10
SLC25A37	195757.6	-1.9	1.180e-11	3.697e-10
POMT1	99.5	2.3	9.013e-12	3.697e-10
FECH	35356.1	-2.7	1.183e-11	3.697e-10
APOBEC3H	42	-2.4	9.198e-12	3.701e-10
PPIP5K2	4135.1	-1.3	1.227e-11	3.749e-10
RP11-802E16.3	12	3.1	8.730e-12	3.807e-10
DUSP10	93.2	2.6	8.881e-12	3.901e-10
HLA-B	1122.1	4.7	1.278e-11	3.945e-10
TTLL7	60.3	7	1.032e-11	3.951e-10
SVIL	42.2	3.9	9.991e-12	3.962e-10
IL1RL1	397.8	8.3	1.463e-11	4.059e-10
SH2D2A	42.2	5.2	1.210e-11	4.350e-10
TFRC	70844.6	-3.3	1.472e-11	4.413e-10
SV2A	20.6	5.4	7.457e-12	4.570e-10
ORC4	1367.1	-1.6	1.214e-11	4.570e-10
RNASE3	104.5	7.8	1.188e-11	4.645e-10
BEST1	160.7	3.7	1.381e-11	4.838e-10
CBLL1	2859.5	-1.8	1.630e-11	4.847e-10
NADK2	443.7	-1.6	1.641e-11	4.858e-10
CTDSP2	1028.8	1.7	1.339e-11	4.975e-10
PCNX	193.3	3.9	1.531e-11	5.023e-10
P2RY14	37.8	3.5	1.318e-11	5.145e-10
SDC4	598.4	-2.9	1.845e-11	5.450e-10
GRAP2	1003.8	2.1	1.871e-11	5.487e-10
ICAM3	275.2	2.6	1.438e-11	5.502e-10
ARID5B	76.4	4.9	1.765e-11	5.602e-10
CD52	855.6	6	2.597e-11	5.739e-10
SIGLEC6	199.5	7.7	1.784e-11	6.092e-10
PFKM	1624.2	-1.9	2.091e-11	6.145e-10
TSTD1	190.2	2.2	1.973e-11	6.203e-10
FBXO41	43	5.3	1.958e-11	6.365e-10
IL10RA	428.9	5.4	2.172e-11	6.406e-10
SOCS1	57	6.7	1.871e-11	6.406e-10
GPR65	73.7	6.3	1.694e-11	6.431e-10
CD48	41.7	7.7	1.815e-11	6.873e-10
NEDD9	32.5	6.1	2.053e-11	6.980e-10
PLEKHG2	79.2	4.2	1.717e-11	7.029e-10
ADPRH	43.1	3.2	2.102e-11	7.520e-10
ITGA5	145.9	4.1	1.852e-11	7.531e-10
SLC2A4	3229.9	-3.3	2.660e-11	7.531e-10
PLCB2	328.7	5.6	3.005e-11	7.776e-10
RAP1GAP	10780.6	-2.9	2.691e-11	7.823e-10
SEC24D	174.2	3.1	2.444e-11	7.823e-10
CTD-2369P2.2	19.5	3.6	1.707e-11	7.823e-10
TRAK2	13529.9	-1.6	2.827e-11	7.871e-10
BMF	48.5	4.3	2.377e-11	8.353e-10
SEPT6	291.6	3.2	3.334e-11	8.493e-10
TIAM1	17.2	5.7	1.494e-11	8.493e-10
GALNT3	26.8	7.4	2.858e-11	8.922e-10
GYPC	25713.8	-1.8	3.129e-11	8.961e-10
AOAH	17.9	6.6	1.807e-11	9.613e-10
TMEM154	119.8	6.8	2.508e-11	9.933e-10
AKAP13	689.3	2.7	3.863e-11	1.048e-09
LIMD2	192.3	2.5	3.474e-11	1.058e-09
ITPR2	595.7	2.2	5.345e-11	1.109e-09
ZBTB20	195.5	1.6	3.150e-11	1.124e-09
COLGALT2	33.8	6.4	3.145e-11	1.135e-09
ITGA6	28.2	4.7	3.870e-11	1.184e-09
TMEM156	17	3.2	3.076e-11	1.188e-09
PA2G4	2643.5	-1	4.363e-11	1.223e-09
NFKBID	98.1	3.2	4.404e-11	1.293e-09
POLD4	1939.9	1.9	4.851e-11	1.325e-09
TNKS1BP1	191.6	-2.1	4.592e-11	1.371e-09
RABGAP1L	3589.4	-1.2	5.152e-11	1.432e-09
CREB3L2	980.3	2.3	5.467e-11	1.457e-09
LXN	2647.8	-2.4	5.494e-11	1.488e-09
SPTB	17075.2	-2.8	5.481e-11	1.514e-09
RCL1	5886.6	-2.1	5.663e-11	1.572e-09
LILRA2	42.2	8.7	4.469e-11	1.572e-09
CELA2B	12.4	6	4.482e-11	1.691e-09
PTGDR2	39.3	5.3	5.493e-11	1.731e-09
KCNQ1OT1	283.5	2.2	5.824e-11	1.754e-09
RASAL3	55.1	4.8	5.292e-11	1.755e-09
PPOX	3294	-1.3	6.436e-11	1.768e-09
GPT2	52.8	3.8	5.152e-11	1.789e-09
MICAL1	193.2	4.4	6.006e-11	1.794e-09
BMP1	100.8	2.3	5.268e-11	1.799e-09
PLCG2	94.3	3.1	4.640e-11	1.826e-09
CSGALNACT2	221.9	2.1	6.008e-11	1.836e-09
GBP2	151.7	4.7	5.499e-11	1.865e-09
FAS	2450	-2.2	6.889e-11	1.865e-09
TES	199.1	2.7	6.316e-11	1.914e-09
CERK	62.3	4.3	6.591e-11	1.914e-09
SLC18B1	1376.4	-3.1	6.520e-11	1.990e-09
DBI	750.1	2.1	7.854e-11	2.008e-09
BZRAP1	252.5	4.6	7.559e-11	2.106e-09
CTTN	2593.8	-1.6	8.693e-11	2.221e-09
SORL1	99.3	6	6.569e-11	2.221e-09
ADC	14.3	5.1	5.480e-11	2.276e-09
GUF1	749.3	-1.9	1.180e-10	2.276e-09
BST1	40	5.7	8.174e-11	2.472e-09
FAHD1	853.6	-1.3	9.797e-11	2.492e-09
STX3	44	5.7	7.459e-11	2.496e-09
KLF12	32.2	7.6	8.483e-11	2.547e-09
PVRL2	54.1	3.2	8.493e-11	2.547e-09
